platform,library,primitive,algorithm,operation,mean_ns,allocs,test_class,test_method
Android,BouncyCastle,DSA,"MAYO-3
Level 3",verify,5027870,52,TestSigVerifyBc,benchmarkMayo3Verify
Android,BouncyCastle,DSA,"SNOVA_56_25_2_SSK
Level 3",verify,35680582,169920,TestSigVerifyBc,benchmarkSnova56_25_2SskVerify
Android,BouncyCastle,DSA,"SNOVA_29_6_5_SSK
Level 5",verify,67640300,10762,TestSigVerifyBc,benchmarkSnova29_6_5SskVerify
Android,BouncyCastle,DSA,"SNOVA_49_11_3_SSK
Level 3",verify,37805135,43063,TestSigVerifyBc,benchmarkSnova49_11_3SskVerify
Android,BouncyCastle,DSA,"SLH-DSA-SHA2-192s
Level 3",verify,1935461,7057,TestSigVerifyBc,benchmarkSlhdsaSha2_192sVerify
Android,BouncyCastle,DSA,"MAYO-5
Level 5",verify,10559407,52,TestSigVerifyBc,benchmarkMayo5Verify
Android,BouncyCastle,DSA,"SLH-DSA-SHAKE-192s
Level 3",verify,2120720,3771,TestSigVerifyBc,benchmarkSlhdsaShake_192sVerify
Android,BouncyCastle,DSA,"SNOVA_60_10_4_ESK
Level 5",verify,152681356,54182,TestSigVerifyBc,benchmarkSnova60_10_4EskVerify
Android,BouncyCastle,DSA,"SNOVA_24_5_5_ESK
Level 3",verify,40296692,6998,TestSigVerifyBc,benchmarkSnova24_5_5EskVerify
iOS,CryptoKit,DSA,"ML-DSA-65
Level 3",keygen,779492,0,CryptoKitPerformanceTests,testCryptoKit_MlDsa65_KeyGen
iOS,CryptoKit,DSA,"ML-DSA-65
Level 3",sign,847675,0,CryptoKitPerformanceTests,testCryptoKit_MlDsa65_Sign
iOS,CryptoKit,DSA,"ML-DSA-65
Level 3",verify,59983,0,CryptoKitPerformanceTests,testCryptoKit_MlDsa65_Verify
iOS,CryptoKit,DSA,"ML-DSA-87
Level 5",keygen,1051281,0,CryptoKitPerformanceTests,testCryptoKit_MlDsa87_KeyGen
iOS,CryptoKit,DSA,"ML-DSA-87
Level 5",sign,934677,0,CryptoKitPerformanceTests,testCryptoKit_MlDsa87_Sign
iOS,CryptoKit,DSA,"ML-DSA-87
Level 5",verify,96883,0,CryptoKitPerformanceTests,testCryptoKit_MlDsa87_Verify
iOS,CryptoKit,KEM,"ML-KEM-1024
Level 5",decaps,88806,0,CryptoKitPerformanceTests,testCryptoKit_MlKem1024_Decaps
iOS,CryptoKit,KEM,"ML-KEM-1024
Level 5",encaps,23657,0,CryptoKitPerformanceTests,testCryptoKit_MlKem1024_Encaps
iOS,CryptoKit,KEM,"ML-KEM-1024
Level 5",keygen,138375,0,CryptoKitPerformanceTests,testCryptoKit_MlKem1024_KeyGen
iOS,CryptoKit,KEM,"ML-KEM-768
Level 3",decaps,59327,0,CryptoKitPerformanceTests,testCryptoKit_MlKem768_Decaps
iOS,CryptoKit,KEM,"ML-KEM-768
Level 3",encaps,16523,0,CryptoKitPerformanceTests,testCryptoKit_MlKem768_Encaps
iOS,CryptoKit,KEM,"ML-KEM-768
Level 3",keygen,89749,0,CryptoKitPerformanceTests,testCryptoKit_MlKem768_KeyGen
iOS,liboqs,DSA,"ML-DSA-65
Level 3",keygen,70602,0,PqcPerformanceTests,testOqs_MlDsa65_KeyGen
iOS,liboqs,DSA,"ML-DSA-65
Level 3",sign,162032,0,PqcPerformanceTests,testOqs_MlDsa65_Sign
iOS,liboqs,DSA,"ML-DSA-65
Level 3",verify,59040,0,PqcPerformanceTests,testOqs_MlDsa65_Verify
iOS,liboqs,DSA,"ML-DSA-87
Level 5",keygen,96924,0,PqcPerformanceTests,testOqs_MlDsa87_KeyGen
iOS,liboqs,DSA,"ML-DSA-87
Level 5",sign,210412,0,PqcPerformanceTests,testOqs_MlDsa87_Sign
iOS,liboqs,DSA,"ML-DSA-87
Level 5",verify,96309,0,PqcPerformanceTests,testOqs_MlDsa87_Verify
iOS,liboqs,KEM,"ML-KEM-1024
Level 5",decaps,27798,0,PqcPerformanceTests,testOqs_MlKem1024_Decaps
iOS,liboqs,KEM,"ML-KEM-1024
Level 5",encaps,25420,0,PqcPerformanceTests,testOqs_MlKem1024_Encaps
iOS,liboqs,KEM,"ML-KEM-1024
Level 5",keygen,28700,0,PqcPerformanceTests,testOqs_MlKem1024_KeyGen
iOS,liboqs,KEM,"ML-KEM-768
Level 3",decaps,19270,0,PqcPerformanceTests,testOqs_MlKem768_Decaps
iOS,liboqs,KEM,"ML-KEM-768
Level 3",encaps,17917,0,PqcPerformanceTests,testOqs_MlKem768_Encaps
iOS,liboqs,KEM,"ML-KEM-768
Level 3",keygen,19516,0,PqcPerformanceTests,testOqs_MlKem768_KeyGen
